old_name	new_name	LG
73242_chum_08_x1	73242_A	28
73242_chum_08_x2	73242_B	0
73242_chum_01_x1	73242_C	10
73242_chum_01_x2	73242_D	0
73242_chum_09_x1	73242_E	0
73242_chum_09_x2	73242_F	0
10994_chum_08_x1	10994_A	7
10994_chum_08_x2	10994_B	0
10994_chum_01_x1	10994_C	0
10994_chum_01_x2	10994_D	0
10994_chum_09_x1	10994_E	0
10994_chum_09_x2	10994_F	0
43332_chum_08_x1	43332_A	0
43332_chum_08_x2	43332_B	0
43332_chum_01_x1	43332_C	11
43332_chum_01_x2	43332_D	0
43332_chum_09_x1	43332_C	11
43332_chum_09_x2	43332_E	0
13675_chum_08_x1	13675_A	0
13675_chum_08_x2	13675_B	0
13675_chum_01_x1	13675_C	0
13675_chum_01_x2	13675_D	0
13675_chum_09_x1	13675_E	0
13675_chum_09_x2	13675_F	0
55640_chum_08_x1	55640_A	37
55640_chum_08_x2	55640_B	0
55640_chum_01_x1	55640_C	0
55640_chum_01_x2	55640_D	0
55640_chum_09_x1	55640_A	37
55640_chum_09_x2	55640_E	0
65660_chum_08_x1	65660_A	0
65660_chum_08_x2	65660_B	0
65660_chum_01_x1	65660_C	0
65660_chum_01_x2	65660_D	0
65660_chum_09_x1	65660_E	0
65660_chum_09_x2	65660_F	0
65440_chum_08_x1	65440_A	0
65440_chum_08_x2	65440_B	0
65440_chum_01_x1	65440_C	22
65440_chum_01_x2	65440_D	0
65440_chum_09_x1	65440_E	12
65440_chum_09_x2	65440_F	0
65446_chum_08_x1	65446_A	0
65446_chum_08_x2	65446_B	0
65446_chum_01_x1	65446_C	15
65446_chum_01_x2	65446_D	0
65446_chum_09_x1	65446_E	0
65446_chum_09_x2	65446_F	0
63593_chum_08_x1	63593_A	0
63593_chum_08_x2	63593_B	0
63593_chum_01_x1	63593_C	0
63593_chum_01_x2	63593_D	0
63593_chum_09_x1	63593_E	35
63593_chum_09_x2	63593_F	0
69324_chum_08_x1	69324_A	0
69324_chum_08_x2	69324_B	0
69324_chum_01_x1	69324_C	14
69324_chum_01_x2	69324_D	0
69324_chum_09_x1	69324_C	14
69324_chum_09_x2	69324_E	0
60496_chum_08_x1	60496_A	0
60496_chum_08_x2	60496_B	0
60496_chum_01_x1	60496_C	0
60496_chum_01_x2	60496_D	0
60496_chum_09_x1	60496_E	9
60496_chum_09_x2	60496_F	0
4717_chum_08_x1	4717_A	5
4717_chum_08_x2	4717_B	19
4717_chum_01_x1	4717_C	0
4717_chum_01_x2	4717_D	0
4717_chum_09_x1	4717_A	5
4717_chum_09_x2	4717_E	0
74115_chum_08_x1	74115_A	0
74115_chum_08_x2	74115_B	0
74115_chum_01_x1	74115_C	3
74115_chum_01_x2	74115_D	0
74115_chum_09_x1	74115_E	0
74115_chum_09_x2	74115_F	0
2185_chum_08_x1	2185_A	16
2185_chum_08_x2	2185_B	0
2185_chum_01_x1	2185_C	0
2185_chum_01_x2	2185_D	0
2185_chum_09_x1	2185_E	0
2185_chum_09_x2	2185_F	0
55860_chum_08_x1	55860_A	0
55860_chum_08_x2	55860_B	0
55860_chum_01_x1	55860_C	0
55860_chum_01_x2	55860_D	0
55860_chum_09_x1	55860_E	0
55860_chum_09_x2	55860_F	0
221_chum_08_x1	221_A	0
221_chum_08_x2	221_B	0
221_chum_01_x1	221_C	0
221_chum_01_x2	221_D	0
221_chum_09_x1	221_E	21
221_chum_09_x2	221_F	0
42551_chum_08_x1	42551_A	2
42551_chum_08_x2	42551_B	0
42551_chum_01_x1	42551_C	0
42551_chum_01_x2	42551_D	0
42551_chum_09_x1	42551_E	0
42551_chum_09_x2	42551_F	0
56205_chum_08_x1	56205_A	9
56205_chum_08_x2	56205_B	0
56205_chum_01_x1	56205_C	0
56205_chum_01_x2	56205_D	0
56205_chum_09_x1	56205_E	0
56205_chum_09_x2	56205_F	0
6698_chum_08_x1	6698_A	0
6698_chum_08_x2	6698_B	0
6698_chum_01_x1	6698_C	0
6698_chum_01_x2	6698_D	0
6698_chum_09_x1	6698_E	0
6698_chum_09_x2	6698_F	0
41992_chum_08_x1	41992_A	0
41992_chum_08_x2	41992_B	0
41992_chum_01_x1	41992_C	22
41992_chum_01_x2	41992_D	0
41992_chum_09_x1	41992_E	0
41992_chum_09_x2	41992_F	0
43843_chum_08_x1	43843_A	36
43843_chum_08_x2	43843_B	0
43843_chum_01_x1	43843_C	0
43843_chum_01_x2	43843_D	0
43843_chum_09_x1	43843_E	0
43843_chum_09_x2	43843_F	0
19586_chum_08_x1	19586_A	7
19586_chum_08_x2	19586_B	0
19586_chum_01_x1	19586_C	0
19586_chum_01_x2	19586_D	0
19586_chum_09_x1	19586_E	0
19586_chum_09_x2	19586_F	0
151_chum_08_x1	151_A	0
151_chum_08_x2	151_B	0
151_chum_01_x1	151_C	0
151_chum_01_x2	151_D	0
151_chum_09_x1	151_E	11
151_chum_09_x2	151_F	0
155_chum_08_x1	155_A	0
155_chum_08_x2	155_B	0
155_chum_01_x1	155_C	0
155_chum_01_x2	155_D	0
155_chum_09_x1	155_E	0
155_chum_09_x2	155_F	0
64552_chum_08_x1	64552_A	0
64552_chum_08_x2	64552_B	0
64552_chum_01_x1	64552_C	0
64552_chum_01_x2	64552_D	0
64552_chum_09_x1	64552_E	0
64552_chum_09_x2	64552_F	2
75648_chum_08_x1	75648_A	0
75648_chum_08_x2	75648_B	0
75648_chum_01_x1	75648_C	0
75648_chum_01_x2	75648_D	0
75648_chum_09_x1	75648_E	0
75648_chum_09_x2	75648_F	0
19837_chum_08_x1	19837_A	7
19837_chum_08_x2	19837_B	3
19837_chum_01_x1	19837_C	0
19837_chum_01_x2	19837_D	0
19837_chum_09_x1	19837_E	0
19837_chum_09_x2	19837_F	0
61810_chum_08_x1	61810_D	28
61810_chum_08_x2	61810_E	10
61810_chum_01_x1	61810_F	10
61810_chum_01_x2	61810_A	0
61810_chum_09_x1	61810_B	28
61810_chum_09_x2	61810_B	28
49158_chum_08_x1	49158_A	0
49158_chum_08_x2	49158_B	0
49158_chum_01_x1	49158_C	0
49158_chum_01_x2	49158_D	0
49158_chum_09_x1	49158_E	7
49158_chum_09_x2	49158_F	0
43152_chum_08_x1	43152_A	0
43152_chum_08_x2	43152_B	0
43152_chum_01_x1	43152_C	32
43152_chum_01_x2	43152_D	25
43152_chum_09_x1	43152_E	0
43152_chum_09_x2	43152_F	0
40189_chum_08_x1	40189_A	35
40189_chum_08_x2	40189_B	0
40189_chum_01_x1	40189_C	0
40189_chum_01_x2	40189_D	0
40189_chum_09_x1	40189_E	0
40189_chum_09_x2	40189_F	0
42310_chum_08_x1	42310_A	0
42310_chum_08_x2	42310_B	0
42310_chum_01_x1	42310_C	0
42310_chum_01_x2	42310_D	0
42310_chum_09_x1	42310_E	7
42310_chum_09_x2	42310_F	0
49154_chum_08_x1	49154_A	0
49154_chum_08_x2	49154_B	0
49154_chum_01_x1	49154_C	0
49154_chum_01_x2	49154_D	0
49154_chum_09_x1	49154_E	0
49154_chum_09_x2	49154_F	0
6189_chum_08_x1	6189_A	0
6189_chum_08_x2	6189_B	0
6189_chum_01_x1	6189_C	0
6189_chum_01_x2	6189_D	0
6189_chum_09_x1	6189_E	0
6189_chum_09_x2	6189_F	0
62410_chum_08_x1	62410_A	0
62410_chum_08_x2	62410_B	0
62410_chum_01_x1	62410_C	0
62410_chum_01_x2	62410_D	0
62410_chum_09_x1	62410_E	0
62410_chum_09_x2	62410_F	0
75924_chum_08_x1	75924_A	0
75924_chum_08_x2	75924_B	0
75924_chum_01_x1	75924_C	0
75924_chum_01_x2	75924_D	0
75924_chum_09_x1	75924_E	0
75924_chum_09_x2	75924_F	0
53367_chum_08_x1	53367_A	0
53367_chum_08_x2	53367_B	0
53367_chum_01_x1	53367_C	0
53367_chum_01_x2	53367_D	0
53367_chum_09_x1	53367_E	10
53367_chum_09_x2	53367_F	0
53360_chum_08_x1	53360_A	0
53360_chum_08_x2	53360_B	0
53360_chum_01_x1	53360_C	22
53360_chum_01_x2	53360_D	12
53360_chum_09_x1	53360_E	0
53360_chum_09_x2	53360_F	0
81943_chum_08_x1	81943_A	8
81943_chum_08_x2	81943_B	0
81943_chum_01_x1	81943_C	0
81943_chum_01_x2	81943_D	0
81943_chum_09_x1	81943_E	0
81943_chum_09_x2	81943_F	0
17171_chum_08_x1	17171_A	0
17171_chum_08_x2	17171_B	0
17171_chum_01_x1	17171_C	0
17171_chum_01_x2	17171_D	0
17171_chum_09_x1	17171_E	0
17171_chum_09_x2	17171_F	0
37562_chum_08_x1	37562_A	11
37562_chum_08_x2	37562_B	0
37562_chum_01_x1	37562_C	0
37562_chum_01_x2	37562_D	0
37562_chum_09_x1	37562_E	0
37562_chum_09_x2	37562_F	0
10375_chum_08_x1	10375_A	9
10375_chum_08_x2	10375_B	0
10375_chum_01_x1	10375_C	0
10375_chum_01_x2	10375_D	0
10375_chum_09_x1	10375_E	0
10375_chum_09_x2	10375_F	0
63414_chum_08_x1	63414_A	0
63414_chum_08_x2	63414_B	0
63414_chum_01_x1	63414_C	0
63414_chum_01_x2	63414_D	0
63414_chum_09_x1	63414_E	0
63414_chum_09_x2	63414_F	0
56713_chum_08_x1	56713_E	10
56713_chum_08_x2	56713_F	28
56713_chum_01_x1	56713_A	0
56713_chum_01_x2	56713_B	0
56713_chum_09_x1	56713_C	28
56713_chum_09_x2	56713_D	28
60474_chum_08_x1	60474_A	2
60474_chum_08_x2	60474_B	0
60474_chum_01_x1	60474_C	0
60474_chum_01_x2	60474_D	0
60474_chum_09_x1	60474_E	12
60474_chum_09_x2	60474_F	0
16918_chum_08_x1	16918_A	0
16918_chum_08_x2	16918_B	0
16918_chum_01_x1	16918_C	14
16918_chum_01_x2	16918_D	0
16918_chum_09_x1	16918_C	14
16918_chum_09_x2	16918_E	0
16919_chum_08_x1	16919_A	0
16919_chum_08_x2	16919_B	0
16919_chum_01_x1	16919_C	6
16919_chum_01_x2	16919_D	0
16919_chum_09_x1	16919_E	0
16919_chum_09_x2	16919_F	0
49945_chum_08_x1	49945_A	11
49945_chum_08_x2	49945_B	0
49945_chum_01_x1	49945_C	0
49945_chum_01_x2	49945_D	0
49945_chum_09_x1	49945_E	27
49945_chum_09_x2	49945_F	0
10770_chum_08_x1	10770_A	0
10770_chum_08_x2	10770_B	0
10770_chum_01_x1	10770_C	0
10770_chum_01_x2	10770_D	0
10770_chum_09_x1	10770_E	0
10770_chum_09_x2	10770_F	0
21397_chum_08_x1	21397_A	0
21397_chum_08_x2	21397_B	0
21397_chum_01_x1	21397_C	0
21397_chum_01_x2	21397_D	0
21397_chum_09_x1	21397_E	0
21397_chum_09_x2	21397_F	0
6235_chum_08_x1	6235_A	3
6235_chum_08_x2	6235_B	0
6235_chum_01_x1	6235_A	3
6235_chum_01_x2	6235_C	0
6235_chum_09_x1	6235_A	3
6235_chum_09_x2	6235_D	0
49943_chum_08_x1	49943_A	12
49943_chum_08_x2	49943_B	0
49943_chum_01_x1	49943_C	22
49943_chum_01_x2	49943_D	0
49943_chum_09_x1	49943_E	0
49943_chum_09_x2	49943_F	0
70107_chum_08_x1	70107_A	0
70107_chum_08_x2	70107_B	0
70107_chum_01_x1	70107_C	0
70107_chum_01_x2	70107_D	0
70107_chum_09_x1	70107_E	6
70107_chum_09_x2	70107_F	0
45746_chum_08_x1	45746_A	36
45746_chum_08_x2	45746_B	0
45746_chum_01_x1	45746_C	7
45746_chum_01_x2	45746_D	0
45746_chum_09_x1	45746_A	36
45746_chum_09_x2	45746_E	0
48448_chum_08_x1	48448_A	0
48448_chum_08_x2	48448_B	0
48448_chum_01_x1	48448_C	22
48448_chum_01_x2	48448_D	0
48448_chum_09_x1	48448_E	12
48448_chum_09_x2	48448_F	0
10516_chum_08_x1	10516_A	0
10516_chum_08_x2	10516_B	0
10516_chum_01_x1	10516_C	0
10516_chum_01_x2	10516_D	0
10516_chum_09_x1	10516_E	0
10516_chum_09_x2	10516_F	0
53567_chum_08_x1	53567_A	0
53567_chum_08_x2	53567_B	0
53567_chum_01_x1	53567_C	0
53567_chum_01_x2	53567_D	0
53567_chum_09_x1	53567_E	0
53567_chum_09_x2	53567_F	0
67460_chum_08_x1	67460_A	12
67460_chum_08_x2	67460_B	0
67460_chum_01_x1	67460_A	12
67460_chum_01_x2	67460_C	0
67460_chum_09_x1	67460_A	12
67460_chum_09_x2	67460_D	0
71183_chum_08_x1	71183_A	0
71183_chum_08_x2	71183_B	0
71183_chum_01_x1	71183_C	0
71183_chum_01_x2	71183_D	0
71183_chum_09_x1	71183_E	0
71183_chum_09_x2	71183_F	0
59153_chum_08_x1	59153_A	0
59153_chum_08_x2	59153_B	0
59153_chum_01_x1	59153_C	7
59153_chum_01_x2	59153_D	0
59153_chum_09_x1	59153_E	0
59153_chum_09_x2	59153_F	0
2851_chum_08_x1	2851_A	0
2851_chum_08_x2	2851_B	0
2851_chum_01_x1	2851_C	0
2851_chum_01_x2	2851_D	0
2851_chum_09_x1	2851_E	0
2851_chum_09_x2	2851_F	0
3333_chum_08_x1	3333_A	25
3333_chum_08_x2	3333_B	0
3333_chum_01_x1	3333_C	0
3333_chum_01_x2	3333_D	0
3333_chum_09_x1	3333_A	25
3333_chum_09_x2	3333_E	0
3330_chum_08_x1	3330_A	0
3330_chum_08_x2	3330_B	0
3330_chum_01_x1	3330_C	0
3330_chum_01_x2	3330_D	0
3330_chum_09_x1	3330_E	0
3330_chum_09_x2	3330_F	0
41557_chum_08_x1	41557_A	28
41557_chum_08_x2	41557_B	0
41557_chum_01_x1	41557_A	28
41557_chum_01_x2	41557_C	0
41557_chum_09_x1	41557_D	0
41557_chum_09_x2	41557_E	0
53419_chum_08_x1	53419_A	0
53419_chum_08_x2	53419_B	0
53419_chum_01_x1	53419_C	0
53419_chum_01_x2	53419_D	0
53419_chum_09_x1	53419_E	0
53419_chum_09_x2	53419_F	0
10194_chum_08_x1	10194_A	0
10194_chum_08_x2	10194_B	0
10194_chum_01_x1	10194_C	0
10194_chum_01_x2	10194_D	0
10194_chum_09_x1	10194_E	0
10194_chum_09_x2	10194_F	0
20044_chum_08_x1	20044_A	27
20044_chum_08_x2	20044_B	11
20044_chum_01_x1	20044_B	11
20044_chum_01_x2	20044_C	0
20044_chum_09_x1	20044_A	27
20044_chum_09_x2	20044_B	11
29133_chum_08_x1	29133_A	0
29133_chum_08_x2	29133_B	0
29133_chum_01_x1	29133_C	37
29133_chum_01_x2	29133_D	0
29133_chum_09_x1	29133_E	0
29133_chum_09_x2	29133_F	0
24371_chum_08_x1	24371_A	0
24371_chum_08_x2	24371_B	0
24371_chum_01_x1	24371_C	0
24371_chum_01_x2	24371_D	0
24371_chum_09_x1	24371_E	7
24371_chum_09_x2	24371_F	0
30350_chum_08_x1	30350_A	0
30350_chum_08_x2	30350_B	0
30350_chum_01_x1	30350_C	0
30350_chum_01_x2	30350_D	0
30350_chum_09_x1	30350_E	0
30350_chum_09_x2	30350_F	0
71765_chum_08_x1	71765_A	0
71765_chum_08_x2	71765_B	0
71765_chum_01_x1	71765_C	0
71765_chum_01_x2	71765_D	0
71765_chum_09_x1	71765_E	27
71765_chum_09_x2	71765_F	0
8738_chum_08_x1	8738_A	0
8738_chum_08_x2	8738_B	0
8738_chum_01_x1	8738_C	0
8738_chum_01_x2	8738_D	0
8738_chum_09_x1	8738_E	0
8738_chum_09_x2	8738_F	0
67775_chum_08_x1	67775_A	27
67775_chum_08_x2	67775_B	0
67775_chum_01_x1	67775_C	0
67775_chum_01_x2	67775_D	0
67775_chum_09_x1	67775_E	11
67775_chum_09_x2	67775_A	27
1012_chum_08_x1	1012_A	10
1012_chum_08_x2	1012_B	0
1012_chum_01_x1	1012_C	0
1012_chum_01_x2	1012_D	0
1012_chum_09_x1	1012_E	28
1012_chum_09_x2	1012_F	0
8516_chum_08_x1	8516_A	0
8516_chum_08_x2	8516_B	0
8516_chum_01_x1	8516_C	0
8516_chum_01_x2	8516_D	0
8516_chum_09_x1	8516_E	0
8516_chum_09_x2	8516_F	0
67952_chum_08_x1	67952_A	0
67952_chum_08_x2	67952_B	0
67952_chum_01_x1	67952_C	0
67952_chum_01_x2	67952_D	0
67952_chum_09_x1	67952_E	36
67952_chum_09_x2	67952_F	0
47316_chum_08_x1	47316_A	0
47316_chum_08_x2	47316_B	0
47316_chum_01_x1	47316_C	0
47316_chum_01_x2	47316_D	0
47316_chum_09_x1	47316_E	0
47316_chum_09_x2	47316_F	0
4195_chum_08_x1	4195_E	1
4195_chum_08_x2	4195_F	0
4195_chum_01_x1	4195_A	0
4195_chum_01_x2	4195_B	0
4195_chum_09_x1	4195_C	1
4195_chum_09_x2	4195_D	1
4191_chum_08_x1	4191_A	0
4191_chum_08_x2	4191_B	0
4191_chum_01_x1	4191_C	0
4191_chum_01_x2	4191_D	0
4191_chum_09_x1	4191_E	0
4191_chum_09_x2	4191_F	0
25971_chum_08_x1	25971_A	0
25971_chum_08_x2	25971_B	0
25971_chum_01_x1	25971_C	0
25971_chum_01_x2	25971_D	0
25971_chum_09_x1	25971_E	0
25971_chum_09_x2	25971_F	0
23067_chum_08_x1	23067_A	10
23067_chum_08_x2	23067_B	0
23067_chum_01_x1	23067_C	0
23067_chum_01_x2	23067_D	0
23067_chum_09_x1	23067_E	0
23067_chum_09_x2	23067_F	0
38148_chum_08_x1	38148_A	0
38148_chum_08_x2	38148_B	0
38148_chum_01_x1	38148_C	0
38148_chum_01_x2	38148_D	0
38148_chum_09_x1	38148_E	6
38148_chum_09_x2	38148_F	0
66041_chum_08_x1	66041_A	0
66041_chum_08_x2	66041_B	0
66041_chum_01_x1	66041_C	0
66041_chum_01_x2	66041_D	0
66041_chum_09_x1	66041_E	12
66041_chum_09_x2	66041_F	22
55498_chum_08_x1	55498_A	34
55498_chum_08_x2	55498_B	0
55498_chum_01_x1	55498_C	0
55498_chum_01_x2	55498_D	0
55498_chum_09_x1	55498_A	34
55498_chum_09_x2	55498_E	0
65052_chum_08_x1	65052_A	0
65052_chum_08_x2	65052_B	0
65052_chum_01_x1	65052_C	0
65052_chum_01_x2	65052_D	0
65052_chum_09_x1	65052_E	12
65052_chum_09_x2	65052_F	0
26538_chum_08_x1	26538_A	0
26538_chum_08_x2	26538_B	0
26538_chum_01_x1	26538_C	0
26538_chum_01_x2	26538_D	0
26538_chum_09_x1	26538_E	0
26538_chum_09_x2	26538_F	0
32876_chum_08_x1	32876_A	0
32876_chum_08_x2	32876_B	0
32876_chum_01_x1	32876_C	0
32876_chum_01_x2	32876_D	0
32876_chum_09_x1	32876_E	20
32876_chum_09_x2	32876_F	0
50048_chum_08_x1	50048_A	12
50048_chum_08_x2	50048_B	0
50048_chum_01_x1	50048_C	0
50048_chum_01_x2	50048_D	0
50048_chum_09_x1	50048_E	0
50048_chum_09_x2	50048_F	0
74902_chum_08_x1	74902_A	0
74902_chum_08_x2	74902_B	0
74902_chum_01_x1	74902_C	0
74902_chum_01_x2	74902_D	0
74902_chum_09_x1	74902_E	0
74902_chum_09_x2	74902_F	0
35872_chum_08_x1	35872_A	6
35872_chum_08_x2	35872_B	0
35872_chum_01_x1	35872_A	6
35872_chum_01_x2	35872_C	0
35872_chum_09_x1	35872_A	6
35872_chum_09_x2	35872_D	0
51939_chum_08_x1	51939_A	0
51939_chum_08_x2	51939_B	0
51939_chum_01_x1	51939_C	0
51939_chum_01_x2	51939_D	0
51939_chum_09_x1	51939_E	0
51939_chum_09_x2	51939_F	0
32617_chum_08_x1	32617_A	0
32617_chum_08_x2	32617_B	0
32617_chum_01_x1	32617_C	0
32617_chum_01_x2	32617_D	0
32617_chum_09_x1	32617_E	0
32617_chum_09_x2	32617_F	0
22280_chum_08_x1	22280_A	0
22280_chum_08_x2	22280_B	0
22280_chum_01_x1	22280_C	0
22280_chum_01_x2	22280_D	0
22280_chum_09_x1	22280_E	0
22280_chum_09_x2	22280_F	0
42073_chum_08_x1	42073_A	10
42073_chum_08_x2	42073_B	28
42073_chum_01_x1	42073_C	0
42073_chum_01_x2	42073_D	0
42073_chum_09_x1	42073_E	0
42073_chum_09_x2	42073_F	0
73935_chum_08_x1	73935_A	0
73935_chum_08_x2	73935_B	0
73935_chum_01_x1	73935_C	0
73935_chum_01_x2	73935_D	0
73935_chum_09_x1	73935_E	0
73935_chum_09_x2	73935_F	0
65832_chum_08_x1	65832_E	28
65832_chum_08_x2	65832_F	0
65832_chum_01_x1	65832_A	0
65832_chum_01_x2	65832_B	0
65832_chum_09_x1	65832_C	28
65832_chum_09_x2	65832_D	28
32901_chum_08_x1	32901_A	3
32901_chum_08_x2	32901_B	0
32901_chum_01_x1	32901_C	0
32901_chum_01_x2	32901_D	0
32901_chum_09_x1	32901_E	7
32901_chum_09_x2	32901_F	0
56653_chum_08_x1	56653_A	11
56653_chum_08_x2	56653_B	0
56653_chum_01_x1	56653_C	0
56653_chum_01_x2	56653_D	0
56653_chum_09_x1	56653_E	0
56653_chum_09_x2	56653_F	0
43491_chum_08_x1	43491_A	0
43491_chum_08_x2	43491_B	0
43491_chum_01_x1	43491_C	10
43491_chum_01_x2	43491_D	0
43491_chum_09_x1	43491_E	0
43491_chum_09_x2	43491_F	0
56657_chum_08_x1	56657_A	0
56657_chum_08_x2	56657_B	0
56657_chum_01_x1	56657_C	0
56657_chum_01_x2	56657_D	0
56657_chum_09_x1	56657_E	0
56657_chum_09_x2	56657_F	0
4291_chum_08_x1	4291_A	13
4291_chum_08_x2	4291_B	0
4291_chum_01_x1	4291_C	0
4291_chum_01_x2	4291_D	0
4291_chum_09_x1	4291_E	0
4291_chum_09_x2	4291_F	0
17613_chum_08_x1	17613_A	0
17613_chum_08_x2	17613_B	0
17613_chum_01_x1	17613_C	6
17613_chum_01_x2	17613_D	0
17613_chum_09_x1	17613_E	0
17613_chum_09_x2	17613_F	0
46194_chum_08_x1	46194_D	26
46194_chum_08_x2	46194_E	0
46194_chum_01_x1	46194_F	26
46194_chum_01_x2	46194_A	26
46194_chum_09_x1	46194_B	26
46194_chum_09_x2	46194_A	0
16581_chum_08_x1	16581_A	0
16581_chum_08_x2	16581_B	0
16581_chum_01_x1	16581_C	9
16581_chum_01_x2	16581_D	0
16581_chum_09_x1	16581_C	9
16581_chum_09_x2	16581_E	0
73332_chum_08_x1	73332_A	0
73332_chum_08_x2	73332_B	0
73332_chum_01_x1	73332_C	0
73332_chum_01_x2	73332_D	0
73332_chum_09_x1	73332_E	2
73332_chum_09_x2	73332_F	0
57659_chum_08_x1	57659_A	14
57659_chum_08_x2	57659_B	0
57659_chum_01_x1	57659_A	14
57659_chum_01_x2	57659_C	0
57659_chum_09_x1	57659_A	14
57659_chum_09_x2	57659_D	0
46048_chum_08_x1	46048_A	0
46048_chum_08_x2	46048_B	0
46048_chum_01_x1	46048_C	0
46048_chum_01_x2	46048_D	0
46048_chum_09_x1	46048_E	0
46048_chum_09_x2	46048_F	0
58329_chum_08_x1	58329_A	0
58329_chum_08_x2	58329_B	0
58329_chum_01_x1	58329_C	0
58329_chum_01_x2	58329_D	0
58329_chum_09_x1	58329_E	7
58329_chum_09_x2	58329_F	0
60623_chum_08_x1	60623_A	12
60623_chum_08_x2	60623_B	0
60623_chum_01_x1	60623_C	0
60623_chum_01_x2	60623_D	2
60623_chum_09_x1	60623_E	0
60623_chum_09_x2	60623_F	0
77655_chum_08_x1	77655_A	36
77655_chum_08_x2	77655_B	0
77655_chum_01_x1	77655_C	0
77655_chum_01_x2	77655_D	0
77655_chum_09_x1	77655_E	7
77655_chum_09_x2	77655_F	0
56271_chum_08_x1	56271_A	26
56271_chum_08_x2	56271_B	0
56271_chum_01_x1	56271_C	0
56271_chum_01_x2	56271_D	0
56271_chum_09_x1	56271_E	0
56271_chum_09_x2	56271_F	0
10834_chum_08_x1	10834_A	0
10834_chum_08_x2	10834_B	0
10834_chum_01_x1	10834_C	12
10834_chum_01_x2	10834_D	0
10834_chum_09_x1	10834_E	0
10834_chum_09_x2	10834_F	0
5923_chum_08_x1	5923_A	28
5923_chum_08_x2	5923_B	0
5923_chum_01_x1	5923_C	0
5923_chum_01_x2	5923_D	0
5923_chum_09_x1	5923_E	0
5923_chum_09_x2	5923_F	0
75877_chum_08_x1	75877_A	12
75877_chum_08_x2	75877_B	0
75877_chum_01_x1	75877_C	0
75877_chum_01_x2	75877_D	0
75877_chum_09_x1	75877_E	0
75877_chum_09_x2	75877_F	0
7829_chum_08_x1	7829_A	0
7829_chum_08_x2	7829_B	0
7829_chum_01_x1	7829_C	0
7829_chum_01_x2	7829_D	0
7829_chum_09_x1	7829_E	0
7829_chum_09_x2	7829_F	0
4501_chum_08_x1	4501_A	0
4501_chum_08_x2	4501_B	0
4501_chum_01_x1	4501_C	0
4501_chum_01_x2	4501_D	0
4501_chum_09_x1	4501_E	32
4501_chum_09_x2	4501_F	0
10050_chum_08_x1	10050_A	0
10050_chum_08_x2	10050_B	0
10050_chum_01_x1	10050_C	0
10050_chum_01_x2	10050_D	0
10050_chum_09_x1	10050_E	0
10050_chum_09_x2	10050_F	0
13479_chum_08_x1	13479_A	0
13479_chum_08_x2	13479_B	0
13479_chum_01_x1	13479_C	0
13479_chum_01_x2	13479_D	0
13479_chum_09_x1	13479_E	28
13479_chum_09_x2	13479_F	0
79007_chum_08_x1	79007_A	0
79007_chum_08_x2	79007_B	0
79007_chum_01_x1	79007_C	0
79007_chum_01_x2	79007_D	0
79007_chum_09_x1	79007_E	0
79007_chum_09_x2	79007_F	0
17181_chum_08_x1	17181_A	6
17181_chum_08_x2	17181_B	0
17181_chum_01_x1	17181_C	0
17181_chum_01_x2	17181_D	0
17181_chum_09_x1	17181_A	6
17181_chum_09_x2	17181_E	0
58030_chum_08_x1	58030_A	0
58030_chum_08_x2	58030_B	0
58030_chum_01_x1	58030_C	0
58030_chum_01_x2	58030_D	0
58030_chum_09_x1	58030_E	28
58030_chum_09_x2	58030_F	0
58034_chum_08_x1	58034_A	12
58034_chum_08_x2	58034_B	2
58034_chum_01_x1	58034_C	0
58034_chum_01_x2	58034_D	0
58034_chum_09_x1	58034_E	0
58034_chum_09_x2	58034_F	0
9368_chum_08_x1	9368_A	0
9368_chum_08_x2	9368_B	0
9368_chum_01_x1	9368_C	0
9368_chum_01_x2	9368_D	0
9368_chum_09_x1	9368_E	0
9368_chum_09_x2	9368_F	0
62934_chum_08_x1	62934_A	0
62934_chum_08_x2	62934_B	0
62934_chum_01_x1	62934_C	0
62934_chum_01_x2	62934_D	0
62934_chum_09_x1	62934_E	0
62934_chum_09_x2	62934_F	0
53315_chum_08_x1	53315_A	0
53315_chum_08_x2	53315_B	0
53315_chum_01_x1	53315_C	0
53315_chum_01_x2	53315_D	0
53315_chum_09_x1	53315_E	0
53315_chum_09_x2	53315_F	0
60687_chum_08_x1	60687_A	0
60687_chum_08_x2	60687_B	0
60687_chum_01_x1	60687_C	0
60687_chum_01_x2	60687_D	0
60687_chum_09_x1	60687_E	7
60687_chum_09_x2	60687_F	0
7969_chum_08_x1	7969_A	0
7969_chum_08_x2	7969_B	0
7969_chum_01_x1	7969_C	0
7969_chum_01_x2	7969_D	0
7969_chum_09_x1	7969_E	0
7969_chum_09_x2	7969_F	0
70112_chum_08_x1	70112_A	0
70112_chum_08_x2	70112_B	0
70112_chum_01_x1	70112_C	0
70112_chum_01_x2	70112_D	0
70112_chum_09_x1	70112_E	0
70112_chum_09_x2	70112_F	0
16965_chum_08_x1	16965_A	0
16965_chum_08_x2	16965_B	0
16965_chum_01_x1	16965_C	0
16965_chum_01_x2	16965_D	0
16965_chum_09_x1	16965_E	0
16965_chum_09_x2	16965_F	0
3792_chum_08_x1	3792_A	0
3792_chum_08_x2	3792_B	0
3792_chum_01_x1	3792_C	12
3792_chum_01_x2	3792_D	0
3792_chum_09_x1	3792_E	0
