catalog_name	family	copy	LG
50586	09	x1	10
50634	09	x1	27
50691	08	x1	0
50704	08	x1	0
50725	08	x1	4
50829	01	x1	23
50829	08	x1	23
50862	01	x1	9
50862	08	x1	37
50899	08	x1	27
50899	09	x1	27
50903	01	x1	0
50903	08	x1	0
50903	09	x1	0
50944	09	x1	0
50989	08	x1	0
5098	09	x1	35
51030	08	x1	27
51030	08	x2	12
5104	09	x1	3
51186	08	x1	11
51186	09	x1	11
51227	01	x1	23
51283	01	x1	11
51384	01	x1	28
5139	01	x1	22
5139	09	x1	11
51437	09	x1	7
51455	08	x1	3
51455	09	x1	3
5145	01	x1	0
51470	01	x1	11
51485	09	x1	0
51493	01	x1	37
51493	01	x2	9
51493	08	x1	37
51493	08	x2	9
51493	09	x1	0
51543	09	x1	0
51565	08	x1	33
51590	08	x1	27
51600	08	x1	28
51615	01	x1	7
51615	01	x2	3
51615	08	x1	3
51616	08	x1	6
51616	08	x2	35
51669	01	x1	27
51720	08	x1	16
51720	09	x1	16
5174	08	x1	27
5174	09	x1	27
5174	09	x2	12
51753	08	x1	0
51787	01	x1	27
51787	01	x2	12
5179	09	x1	0
51812	09	x1	9
51841	01	x1	6
51880	01	x1	0
51880	09	x1	6
51939	01	x1	0
51939	09	x1	0
52089	01	x1	25
5211	01	x1	35
52128	01	x1	0
52208	09	x1	6
5226	01	x1	0
5226	09	x1	0
52272	08	x1	11
52274	08	x1	12
52274	09	x1	27
52314	09	x1	11
52330	09	x1	0
52392	09	x1	14
52460	01	x1	0
52460	08	x1	11
52519	08	x1	22
52519	09	x1	11
52526	09	x1	40
52527	01	x1	0
52527	08	x1	14
52648	01	x1	37
52722	01	x1	9
52722	08	x1	9
52722	09	x1	9
52779	01	x1	3
52779	08	x1	7
52779	09	x1	3
52800	08	x1	7
52800	09	x1	36
52800	09	x2	7
52815	08	x1	34
52938	01	x1	12
52945	01	x1	0
52945	01	x2	0
52964	01	x1	0
52964	09	x1	0
52964	09	x2	27
53013	09	x1	16
53082	08	x1	28
53096	01	x1	28
53096	08	x1	28
53097	08	x1	12
53097	09	x1	12
53104	08	x1	27
53123	09	x1	22
53146	08	x1	2
53152	08	x1	0
53197	08	x1	11
53197	09	x1	11
53199	01	x1	12
53199	08	x1	12
53215	08	x1	6
53220	01	x1	10
53220	08	x1	10
53231	08	x1	22
53244	01	x1	0
53244	08	x1	12
53244	08	x2	27
53244	09	x1	0
53262	09	x1	6
53271	09	x1	10
53298	09	x1	22
53315	09	x1	0
53327	08	x1	2
53360	01	x1	22
53360	01	x2	11
53360	09	x1	0
53367	09	x1	10
53380	01	x1	22
53380	08	x1	22
53380	08	x2	11
53381	08	x1	22
53419	01	x1	0
53419	09	x1	0
53455	01	x1	2
53455	09	x1	11
53479	01	x1	0
53479	09	x1	0
53482	01	x1	10
53482	09	x1	0
53482	09	x2	28
53514	01	x1	13
53514	01	x2	0
53514	09	x1	0
53518	08	x1	0
53549	01	x1	0
53558	01	x1	25
53558	08	x1	25
53558	09	x1	0
53567	09	x1	0
53624	09	x1	36
53633	08	x1	11
53633	09	x1	22
53645	08	x1	28
53651	01	x1	7
53651	01	x2	3
53651	09	x1	7
53651	09	x2	3
53677	08	x1	7
53679	09	x1	13
53769	08	x1	27
53769	09	x1	27
53773	08	x1	6
53779	09	x1	11
53802	01	x1	7
53802	08	x1	3
53802	08	x2	7
53818	01	x1	0
53818	09	x1	0
53834	01	x1	0
53834	09	x1	35
53897	08	x1	2
53906	01	x1	7
53906	08	x1	3
53906	09	x1	7
53940	01	x1	35
53940	08	x1	35
53959	09	x1	22
53977	01	x1	36
54023	01	x1	0
54042	01	x1	0
54044	09	x1	7
54069	08	x1	3
54069	09	x1	0
54083	01	x1	6
54083	08	x1	6
54135	08	x1	11
54135	09	x1	11
54148	08	x1	7
54148	09	x1	0
54158	08	x1	11
54179	08	x1	7
54208	08	x1	27
54208	09	x1	27
54211	01	x1	0
54211	08	x1	0
5421	08	x1	11
54224	08	x1	37
54243	01	x1	6
54315	08	x1	28
54315	08	x2	10
54315	09	x1	0
54346	08	x1	0
54356	08	x1	37
54365	09	x1	11
54390	09	x1	6
54402	01	x1	36
54402	08	x1	7
54402	08	x2	0
54402	09	x1	7
54413	01	x1	0
54413	08	x1	0
54413	09	x1	0
54446	01	x1	7
54446	01	x2	36
54446	09	x1	36
54446	09	x2	7
54453	09	x1	7
54456	08	x1	0
54474	01	x1	11
54474	08	x1	22
54474	09	x1	0
54474	09	x2	11
54493	01	x1	0
54493	09	x1	0
54540	01	x1	27
54540	01	x2	12
54540	08	x1	12
54540	09	x1	27
54540	09	x2	12
54552	01	x1	0
54552	01	x2	0
54552	09	x1	0
54552	09	x2	0
54555	01	x1	2
54555	08	x1	2
5456	01	x1	0
5456	08	x1	11
54583	01	x1	9
54583	09	x1	9
545	08	x1	37
54703	08	x1	12
5470	09	x1	0
54743	01	x1	1
54743	09	x1	21
54755	01	x1	10
54755	01	x2	28
54755	08	x1	10
54760	09	x1	12
54786	08	x1	28
54787	01	x1	0
54787	09	x1	0
54797	01	x1	7
54797	08	x1	3
54797	09	x1	7
54810	09	x1	22
54836	01	x1	22
54836	08	x1	11
54836	08	x2	22
54845	01	x1	5
54845	08	x1	5
54873	09	x1	6
548	01	x1	23
54907	09	x1	10
54936	09	x1	0
54964	09	x1	0
54979	09	x1	10
54	01	x1	0
55020	01	x1	27
55020	08	x1	27
55020	09	x1	27
55020	09	x2	12
55021	08	x1	29
55026	09	x1	7
55104	01	x1	11
55104	09	x1	22
55155	08	x1	28
55169	01	x1	3
55169	08	x1	3
55169	09	x1	3
55192	08	x1	7
55192	09	x1	7
55197	01	x1	10
5520	09	x1	2
55242	01	x1	9
55242	09	x1	9
55267	08	x1	22
55291	08	x1	22
55291	09	x1	22
55294	08	x1	2
55299	09	x1	7
55330	01	x1	0
55330	01	x2	4
5533	01	x1	7
5533	08	x1	7
55367	01	x1	10
55367	09	x1	0
55399	01	x1	22
55399	01	x2	11
55408	09	x1	22
55469	08	x1	4
55475	01	x1	5
55475	08	x1	5
55475	09	x1	5
55481	08	x1	1
55498	08	x1	34
55498	09	x1	34
55507	01	x1	12
55507	08	x1	27
55507	09	x1	12
55510	08	x1	14
55522	01	x1	12
55522	08	x1	12
55522	09	x1	27
55556	08	x1	10
55561	01	x1	0
55561	09	x1	0
55582	01	x1	0
55585	08	x1	27
55585	09	x1	27
55602	01	x1	12
55602	08	x1	12
55602	09	x1	12
55608	09	x1	6
55615	08	x1	28
55618	08	x1	27
55640	08	x1	37
55640	09	x1	37
55663	01	x1	15
55663	08	x1	15
55671	09	x1	0
55686	09	x1	22
55712	09	x1	22
55741	08	x1	7
55778	09	x1	11
55791	08	x1	7
55791	09	x1	0
55791	09	x2	7
55826	08	x1	24
55860	09	x1	0
5590	01	x1	10
5590	08	x1	10
55925	01	x1	0
55933	09	x1	36
55967	01	x1	9
55967	01	x2	37
55967	08	x1	9
55986	01	x1	9
56002	01	x1	22
56002	09	x1	11
56018	08	x1	9
56018	09	x1	0
56047	09	x1	28
5618	08	x1	0
56205	08	x1	9
56216	09	x1	7
56229	01	x1	0
56229	09	x1	0
56271	08	x1	26
56276	01	x1	27
56276	08	x1	27
56327	08	x1	35
56346	08	x1	10
56384	01	x1	20
56384	08	x1	20
563	08	x1	10
56446	08	x1	25
56472	01	x1	9
56472	08	x1	37
56507	08	x1	14
56516	01	x1	0
56523	08	x1	2
56543	01	x1	28
56543	08	x1	28
56565	09	x1	0
56591	08	x1	2
56591	09	x1	0
56629	08	x1	28
56629	09	x1	0
56630	09	x1	35
56642	01	x1	0
56642	09	x1	0
56653	01	x1	27
56653	08	x1	12
56657	01	x1	0
56657	01	x2	0
56688	01	x1	37
56696	01	x1	6
56696	08	x1	6
56713	08	x1	10
56713	08	x2	28
56713	09	x1	28
56713	09	x2	0
56754	08	x1	11
56756	08	x1	7
56770	01	x1	27
56770	08	x1	27
56770	08	x2	12
56816	01	x1	37
56816	09	x1	0
56853	08	x1	10
56853	08	x2	28
56909	08	x1	2
56909	09	x1	11
56926	01	x1	0
56969	01	x1	28
56969	08	x1	28
56969	09	x1	0
56997	08	x1	0
57022	01	x1	2
57022	01	x2	11
57022	08	x1	2
57022	08	x2	11
57031	01	x1	0
57031	09	x1	0
5703	08	x1	23
57059	09	x1	27
57059	09	x2	27
57095	08	x1	22
57095	09	x1	22
57107	08	x1	35
57143	01	x1	22
57143	01	x2	11
57143	09	x1	22
57156	01	x1	23
57169	01	x1	2
57206	08	x1	37
57206	09	x1	37
57225	08	x2	36
57275	09	x1	11
57303	01	x1	27
57303	08	x1	27
57305	01	x1	33
57351	01	x1	0
57351	08	x1	0
57365	01	x1	10
57367	09	x1	0
57397	08	x1	13
57400	09	x1	6
57405	08	x1	6
57405	09	x1	35
57439	01	x1	0
57439	08	x1	0
57439	09	x1	0
57521	08	x1	11
57540	01	x1	0
57564	01	x1	7
57564	09	x1	7
57590	01	x1	6
57590	08	x1	35
57595	09	x1	0
57595	09	x2	14
57596	08	x1	35
57616	09	x1	0
57629	01	x1	2
57629	09	x1	11
57631	08	x1	35
57631	09	x1	35
57659	01	x1	14
57659	08	x1	14
57659	09	x1	14
57665	08	x1	22
57665	09	x1	22
57747	08	x1	11
5774	08	x1	35
57768	01	x1	0
57788	08	x1	2
57836	01	x1	0
57836	09	x1	0
57892	08	x1	9
57902	01	x1	9
57919	08	x1	11
57921	01	x1	7
57921	09	x1	7
57923	08	x1	22
57923	09	x1	22
5792	08	x1	11
5792	08	x2	2
57984	09	x1	0
58009	09	x1	11
58030	01	x1	10
58030	09	x1	28
58034	08	x1	11
58034	08	x2	2
58034	09	x1	0
58056	09	x1	0
58067	08	x1	10
58067	08	x2	28
58090	09	x1	12
58135	08	x1	22
58136	01	x1	10
58136	08	x1	10
58136	09	x1	28
58149	01	x1	15
58204	08	x1	7
58206	09	x1	0
58209	01	x1	12
58267	08	x1	0
58267	09	x1	7
58279	01	x1	11
58279	08	x1	11
58279	09	x1	11
58283	01	x1	10
58290	09	x1	11
58329	01	x1	7
58329	09	x1	7
58366	01	x1	9
58366	08	x1	9
58366	09	x1	9
58390	01	x1	36
58390	09	x1	36
58391	01	x1	0
58391	09	x1	0
5842	01	x1	10
5842	08	x1	10
5842	09	x1	28
58470	09	x1	0
58471	08	x1	27
58471	09	x1	27
58480	01	x1	0
58480	08	x1	0
58480	09	x1	0
584	01	x1	7
584	09	x1	7
58572	01	x1	11
58576	09	x1	0
58589	08	x1	35
58606	08	x1	12
58608	08	x1	0
58631	01	x1	6
58631	08	x1	6
58637	09	x1	0
58637	09	x2	9
58650	08	x1	13
58679	08	x1	36
58679	08	x2	36
58679	09	x1	36
58679	09	x2	36
58695	01	x1	16
58695	09	x1	0
58700	08	x1	27
58700	09	x1	27
58726	08	x1	21
58727	08	x1	2
58727	09	x1	2
5873	08	x1	2
58809	08	x1	9
58834	01	x1	0
58834	01	x2	22
58868	09	x1	0
58885	09	x1	6
58890	01	x1	37
58890	01	x2	9
58890	08	x1	37
58900	08	x2	7
58900	09	x1	0
58922	01	x1	7
58922	01	x2	3
58922	09	x1	0
58922	09	x2	7
58941	01	x1	0
58941	09	x1	0
58944	09	x1	27
58980	08	x1	0
59008	01	x1	33
59020	08	x1	12
59020	08	x2	27
59060	08	x1	0
59060	09	x1	7
59079	01	x1	11
59079	08	x1	2
59090	08	x1	7
59103	01	x1	37
59111	08	x1	11
59118	01	x1	9
59126	08	x1	19
59126	09	x1	19
59153	01	x1	7
59153	09	x1	0
59189	08	x1	11
59194	01	x1	0
59194	01	x2	0
59194	08	x1	0
59197	08	x1	12
59197	09	x1	0
59205	08	x1	10
5923	08	x1	28
59265	08	x1	35
59304	01	x1	11
59309	08	x1	20
59316	08	x1	4
59317	01	x1	11
59327	01	x1	6
59339	09	x1	6
59339	09	x2	0
59407	08	x1	28
59407	08	x2	10
59407	09	x1	10
59408	01	x1	12
59408	08	x1	0
59417	01	x1	0
59417	01	x2	0
59489	09	x1	0
59491	08	x1	22
59544	01	x1	0
59544	08	x1	6
59544	08	x2	35
59544	09	x1	6
59559	01	x1	36
59559	08	x1	0
59643	01	x1	2
59643	01	x2	11
59680	09	x1	11
59739	08	x1	11
59739	09	x1	22
59752	08	x1	6
59752	09	x1	6
5975	09	x1	6
59789	08	x1	22
59800	01	x1	2
59800	08	x1	2
59834	01	x1	27
59834	01	x2	12
59834	08	x1	12
59834	09	x1	27
59834	09	x2	12
59835	01	x1	7
59835	08	x1	7
5983	08	x1	37
59892	01	x1	7
59892	08	x1	7
59920	01	x1	28
59924	01	x1	0
59924	01	x2	0
59924	08	x1	22
59937	09	x1	6
60005	08	x1	10
60005	09	x1	0
60079	08	x1	11
60100	01	x1	3
60100	08	x1	7
60100	09	x1	7
60120	01	x1	3
60120	08	x1	3
60120	09	x1	0
60133	08	x1	0
60133	09	x1	0
60145	01	x1	0
60145	09	x1	0
60214	01	x1	0
60216	01	x1	0
60216	08	x1	7
60216	08	x2	3
60236	08	x1	12
60274	01	x1	37
60280	01	x1	7
60338	01	x1	0
60340	01	x1	12
60349	08	x1	22
60360	08	x1	6
60362	01	x1	0
60362	09	x1	0
60373	08	x1	12
60424	08	x1	22
60465	01	x1	28
60474	08	x1	2
60474	09	x1	11
60480	01	x1	0
60480	08	x1	0
60487	08	x1	11
6048	01	x1	0
60496	01	x1	9
60496	09	x1	9
60506	01	x1	3
60506	08	x1	3
60506	08	x2	3
60506	09	x1	3
60525	08	x1	0
60532	08	x1	10
60550	09	x1	7
60550	09	x2	0
60575	01	x1	7
60575	01	x2	3
60575	09	x1	3
60579	01	x1	2
60579	08	x1	11
60579	09	x1	0
60581	01	x1	0
60581	09	x1	0
60617	09	x1	27
60623	01	x1	11
60623	01	x2	2
60623	08	x1	11
60637	09	x1	35
60654	01	x1	12
60654	08	x1	27
60654	09	x1	27
60687	09	x1	7
60701	08	x1	22
60753	09	x1	11
60753	09	x2	0
60754	08	x1	7
60776	01	x1	3
60776	08	x1	7
60814	09	x1	0
60820	08	x1	0
60820	09	x1	0
60881	01	x1	8
60887	09	x1	36
60894	01	x1	12
60894	08	x1	12
60894	08	x2	27
60927	01	x1	31
60927	08	x1	31
60956	01	x1	22
60956	01	x2	11
60956	08	x1	11
60956	09	x1	22
60956	09	x2	11
60958	08	x1	35
60963	08	x1	7
60963	09	x1	0
61030	09	x1	0
61080	08	x1	10
61095	08	x1	29
61116	08	x1	35
61125	01	x1	11
61127	08	x1	37
61159	09	x1	6
61162	01	x1	6
61198	01	x1	0
61198	08	x1	35
6123	01	x1	0
6123	09	x1	11
61281	08	x1	7
61306	01	x1	15
61306	08	x1	15
6131	08	x1	2
6133	08	x1	31
61346	08	x1	26
61347	09	x1	19
61377	01	x1	2
61377	08	x1	11
61378	09	x1	0
61385	01	x1	11
61395	01	x1	36
61395	01	x2	7
61395	08	x1	7
61395	08	x2	36
61395	09	x1	7
61400	08	x1	37
61418	09	x1	11
6142	01	x1	0
6142	08	x1	11
6142	08	x2	2
61466	01	x1	0
61498	01	x1	0
61498	09	x1	0
61538	09	x1	0
61553	08	x1	35
61601	09	x1	27
61601	09	x2	12
61642	01	x1	1
61671	09	x1	1
61675	09	x1	0
61678	01	x1	0
61689	08	x1	12
616	01	x1	36
616	09	x1	36
61708	09	x1	35
61749	01	x1	13
61749	08	x1	0
61749	09	x1	13
61776	01	x1	10
61776	09	x1	10
61779	08	x1	9
61783	09	x1	22
61785	08	x2	7
6180	08	x1	7
61810	01	x1	10
61810	08	x1	28
61810	08	x2	10
61810	09	x1	28
61810	09	x2	0
61835	01	x1	37
61835	01	x2	9
61835	08	x1	37
61844	08	x1	34
61844	09	x1	34
61897	09	x1	0
6189	09	x1	0
61900	09	x1	0
61912	08	x1	12
61923	01	x1	22
61991	09	x1	29
62003	01	x1	22
62003	08	x1	22
62010	08	x1	11
62048	01	x1	3
62048	08	x1	3
62049	08	x1	23
62049	09	x1	23
62053	01	x1	0
62066	08	x1	32
62069	08	x1	24
62074	01	x1	10
62079	09	x1	27
62100	09	x1	30
62108	01	x1	0
62108	09	x1	0
62116	08	x1	27
62116	09	x1	27
62118	09	x1	0
62172	08	x1	0
62172	08	x2	7
62172	09	x1	7
62172	09	x2	36
62183	01	x1	0
62183	08	x1	0
62183	09	x1	0
62224	09	x1	35
62244	08	x1	0
62244	09	x1	0
62245	01	x1	0
62267	09	x1	22
62288	01	x1	0
62294	01	x1	0
62294	09	x1	0
62353	01	x1	2
62353	08	x1	2
62353	09	x1	0
6235	01	x1	3
6235	08	x1	3
6235	09	x1	3
62384	09	x1	0
62410	01	x1	0
62410	09	x1	0
62439	08	x1	22
62446	09	x1	3
62456	08	x1	12
62552	09	x1	17
62576	01	x1	0
62576	08	x2	17
62583	01	x1	0
62650	09	x1	0
62655	09	x1	0
62682	09	x1	16
62701	01	x1	22
62701	08	x1	22
62716	01	x1	0
62716	09	x1	0
62719	08	x1	22
62719	09	x1	22
62760	01	x1	0
62786	08	x1	6
62786	08	x2	35
62854	08	x1	27
62854	09	x1	12
62854	09	x2	27
62934	09	x1	0
6294	08	x1	10
62965	08	x1	27
62975	01	x1	31
62975	08	x1	31
62975	09	x1	31
63000	08	x1	28
63021	08	x1	9
63086	09	x1	0
63160	08	x1	9
63199	01	x1	22
63207	08	x1	6
63236	08	x1	22
63247	08	x1	28
63284	08	x1	22
63347	09	x1	11
6335	08	x1	35
63362	09	x1	0
63364	08	x1	3
63364	09	x1	3
63414	09	x1	0
63484	09	x1	0
63517	01	x1	0
63517	01	x2	0
63517	09	x1	0
63529	01	x1	11
63537	01	x1	3
63545	01	x1	0
63545	09	x1	0
63572	09	x1	11
63574	01	x1	28
63578	01	x1	7
63593	09	x1	35
63602	01	x1	28
63602	09	x1	28
63611	09	x1	0
63691	01	x1	11
63691	08	x1	22
63691	09	x1	22
63707	08	x1	0
63751	01	x1	6
63751	01	x2	6
63759	08	x1	6
63759	08	x2	35
63759	09	x1	35
63759	09	x2	6
63777	01	x1	11
63839	09	x1	0
63849	08	x1	2
63873	09	x1	10
63874	01	x1	0
63897	01	x1	27
63920	08	x1	36
63923	01	x1	28
63924	08	x1	13
63924	09	x1	13
63930	01	x1	0
63930	08	x1	0
63930	09	x1	0
63940	08	x1	22
63964	08	x1	37
63964	09	x1	9
63975	01	x1	0
63975	08	x1	7
63975	09	x1	7
63997	09	x1	0
63	09	x1	3
64059	08	x1	11
64089	08	x1	22
64110	09	x1	0
64183	01	x1	0
64271	01	x1	28
64272	01	x1	0
64272	08	x1	28
64295	01	x1	11
64352	09	x1	0
64373	01	x1	0
64373	09	x1	0
64379	09	x1	0
64385	08	x1	6
64385	09	x1	6
64402	08	x1	3
64402	09	x1	7
64416	09	x1	9
64461	09	x1	6
64476	01	x1	0
64476	08	x1	12
64502	09	x1	17
64508	01	x1	7
64511	01	x1	27
64517	09	x1	9
64552	09	x1	0
64552	09	x2	2
64588	09	x1	11
64644	09	x1	28
64655	01	x1	6
64655	08	x1	35
64655	09	x1	6
64682	01	x1	0
64682	09	x1	0
64686	08	x1	7
64686	09	x1	36
64715	01	x1	0
64715	09	x1	3
64746	01	x1	0
64746	08	x1	0
64746	09	x1	0
64767	08	x1	7
64806	08	x1	11
64806	09	x1	22
64818	01	x1	18
64818	09	x1	18
64823	08	x1	22
64823	09	x1	22
64893	08	x1	0
64903	01	x1	0
64935	09	x1	6
64936	08	x1	2
64962	09	x1	26
64963	08	x1	17
64963	09	x1	17
64988	01	x1	1
6498	01	x1	0
64991	01	x1	22
65043	09	x1	11
65051	01	x1	28
65052	01	x1	11
65052	09	x1	11
65107	01	x1	11
65119	01	x1	36
65206	01	x1	6
65234	08	x1	17
65240	08	x1	6
65246	09	x1	9
65253	01	x1	12
65253	01	x2	27
65253	08	x1	12
65253	08	x2	27
65253	09	x1	27
65277	01	x1	0
65277	09	x1	0
6532	01	x1	10
6532	01	x2	28
6532	08	x1	10
6532	08	x2	28
6532	09	x1	0
6532	09	x2	28
6536	01	x1	22
6536	08	x1	22
65390	09	x1	7
65422	09	x1	0
65425	01	x1	10
65433	09	x1	11
65440	01	x1	22
65440	09	x1	11
65446	01	x1	15
65477	01	x1	6
65477	09	x1	6
6548	09	x1	11
65531	01	x1	12
65531	01	x2	27
65531	08	x1	12
65543	01	x1	11
65543	08	x1	11
65551	01	x1	0
65551	09	x1	0
65562	08	x1	10
65605	08	x1	0
65623	01	x1	10
65646	09	x1	0
65649	08	x1	27
65649	09	x1	27
6564	08	x1	0
65660	09	x1	0
65675	09	x1	22
65705	01	x1	0
65748	08	x1	7
65748	08	x2	3
65748	09	x1	0
6576	01	x1	28
6576	09	x1	28
65823	01	x1	11
65823	08	x1	11
65832	08	x1	28
65832	09	x1	28
65832	09	x2	10
65898	08	x1	0
65909	09	x1	11
6592	01	x1	7
6592	08	x1	0
65943	08	x1	28
65996	01	x1	0
66041	09	x1	11
66041	09	x2	22
66238	09	x1	0
66278	08	x1	27
66309	01	x1	27
66309	08	x1	27
66309	08	x2	12
6631	01	x1	28
6631	08	x1	28
6631	09	x1	28
66455	01	x1	28
66455	08	x1	28
66515	01	x1	0
66515	09	x1	0
66593	09	x1	0
66597	09	x1	11
66600	01	x1	11
66600	01	x2	22
66600	09	x1	22
66610	01	x1	0
66610	09	x1	0
66611	09	x1	0
66632	08	x1	0
66725	08	x1	11
66725	09	x1	11
66730	09	x1	0
66772	08	x1	35
66772	09	x1	35
66842	09	x1	32
66869	01	x1	28
66869	08	x1	10
6688	01	x1	7
6688	08	x1	3
6688	08	x2	7
6688	09	x1	7
66924	09	x1	6
66928	09	x1	0
66928	09	x2	0
66973	09	x1	22
66974	01	x1	2
66974	08	x1	2
66974	09	x1	2
6698	09	x1	0
66990	08	x1	22
66995	01	x1	1
66995	08	x1	1
66995	09	x1	1
67035	09	x1	0
67045	08	x1	14
67082	01	x1	9
67124	01	x1	7
67169	01	x1	0
67169	09	x1	0
6717	08	x1	11
6717	09	x1	0
67209	08	x1	1
67209	08	x2	1
67223	08	x1	37
6723	01	x1	7
6723	08	x1	7
6723	09	x1	7
6725	01	x1	28
6725	08	x1	10
67269	01	x1	2
67269	08	x1	2
67276	09	x1	0
67384	08	x1	10
67384	09	x1	28
67460	01	x1	11
67460	08	x1	11
67460	09	x1	11
674	08	x1	28
67517	09	x1	0
67553	01	x1	0
67658	08	x1	10
67658	09	x1	10
6774	08	x1	6
67751	08	x1	37
67775	08	x1	27
67775	09	x1	12
67775	09	x2	27
67800	08	x1	3
67856	08	x1	36
67859	01	x1	0
6785	01	x1	2
67945	08	x1	3
67952	09	x1	36
6795	01	x1	6
6795	08	x1	6
6795	08	x2	35
6795	09	x1	6
6796	01	x1	32
6796	08	x1	0
6798	08	x1	28
67993	08	x1	29
68120	01	x1	0
68177	08	x1	11
6818	01	x1	22
6818	09	x1	22
68191	08	x1	0
681	08	x1	7
68216	08	x1	11
68226	08	x1	28
68242	01	x1	25
68249	01	x1	6
68327	08	x1	3
68341	01	x1	6
68341	09	x1	6
68409	01	x1	11
68409	08	x1	11
68424	08	x1	30
68424	09	x1	30
68431	08	x1	6
68434	09	x1	0
68501	01	x1	2
68501	08	x1	11
68501	08	x2	2
68501	09	x1	11
68501	09	x2	0
68511	08	x1	0
68545	01	x1	12
68545	01	x2	27
68545	08	x1	12
68545	09	x1	12
68545	09	x2	27
6854	08	x1	19
6854	09	x1	19
68553	08	x1	7
68553	09	x1	7
68575	09	x1	0
68588	08	x1	11
68588	09	x1	11
68735	01	x1	21
68735	09	x1	21
68735	09	x2	21
68782	09	x1	11
68796	08	x1	7
68846	09	x1	12
68880	08	x1	4
68880	09	x1	4
68903	09	x1	12
68947	08	x1	11
69015	08	x1	19
69050	01	x1	7
69052	01	x1	20
69069	09	x1	31
69137	01	x1	0
69196	09	x1	0
69257	08	x1	35
69257	09	x1	35
69324	01	x1	14
69324	01	x2	0
69324	09	x1	14
69372	08	x1	28
69372	09	x1	28
69448	01	x1	5
69448	08	x1	5
69482	08	x1	2
69482	09	x1	11
69482	09	x2	0
69488	09	x1	22
6952	01	x1	11
69531	01	x1	28
69555	09	x1	8
69566	08	x1	7
69588	08	x1	35
69640	01	x1	2
69777	01	x1	11
69777	08	x1	11
69777	09	x1	11
69798	01	x1	0
69798	08	x1	11
69817	01	x1	0
69907	08	x1	19
69907	09	x1	19
69926	01	x1	0
69926	09	x1	0
69990	08	x1	35
69990	09	x1	6
70004	01	x1	27
70004	08	x1	27
70107	09	x1	6
70112	09	x1	0
7014	08	x1	37
7021	08	x1	28
70261	08	x1	35
7034	08	x1	37
7043	01	x1	27
70445	01	x1	9
70445	08	x1	9
70445	09	x1	9
70490	08	x1	25
70508	01	x1	11
70508	08	x1	11
70512	08	x1	11
70512	08	x2	11
70551	08	x1	12
70551	09	x1	12
70552	01	x1	9
70552	08	x1	9
70552	09	x1	9
7066	08	x1	12
7066	09	x1	0
70673	09	x1	11
70700	09	x1	0
7072	08	x1	22
70835	01	x1	12
7090	08	x1	37
70938	08	x1	9
70986	08	x1	37
70986	09	x1	9
71120	08	x1	12
71120	09	x1	27
71120	09	x2	12
71183	09	x1	0
71220	09	x1	22
71323	09	x1	0
71390	09	x1	18
71480	08	x1	2
71480	09	x1	11
71526	09	x1	0
71534	08	x1	2
71534	08	x2	11
71559	08	x1	27
71559	09	x1	0
71582	09	x1	11
71582	09	x2	0
71626	09	x1	6
71628	09	x1	0
71644	09	x1	0
71673	09	x1	0
71687	01	x1	36
71738	01	x1	0
71738	09	x1	0
71765	01	x1	12
71765	09	x1	27
7176	08	x1	35
71790	08	x1	25
71795	01	x1	0
71795	08	x1	35
71824	01	x1	37
71896	01	x1	0
71896	09	x1	4
71931	01	x1	36
71931	09	x1	36
71956	08	x1	7
72006	01	x1	11
72044	08	x1	22
7205	08	x1	26
7205	09	x1	0
72155	08	x1	3
72216	09	x1	0
72239	08	x1	3
72272	09	x1	35
72272	09	x2	0
72334	01	x1	0
72334	09	x1	0
72348	08	x1	27
72400	01	x1	0
72400	09	x1	0
72406	09	x1	0
72484	01	x1	0
72484	09	x1	0
72557	09	x1	0
72572	01	x1	36
72572	08	x1	0
72715	01	x1	2
72715	08	x1	11
72715	08	x2	2
72750	08	x1	37
72750	09	x1	9
72758	08	x1	11
72758	08	x2	22
7276	01	x1	0
7276	09	x1	35
72774	09	x1	12
72793	08	x1	11
72798	08	x1	0
72835	09	x1	7
72849	01	x1	0
72849	08	x1	1
72908	09	x1	6
72938	01	x1	3
72938	08	x1	3
72938	09	x1	3
7299	08	x1	27
73038	01	x1	0
73175	01	x1	22
73175	09	x1	22
73194	09	x1	0
7321	08	x1	22
73242	01	x1	10
73242	08	x1	28
73242	09	x1	10
73245	09	x1	0
73255	01	x1	6
73255	08	x1	35
73255	08	x2	6
73255	09	x1	6
7325	09	x1	32
73332	09	x1	2
73347	01	x1	11
73492	01	x1	2
7354	09	x1	0
7357	01	x1	2
735	01	x1	0
73615	01	x1	28
73615	08	x1	10
73615	09	x1	0
736	01	x1	0
736	09	x1	0
73792	09	x1	0
7381	01	x1	0
7381	08	x1	10
7381	09	x1	10
7388	01	x1	0
73891	01	x1	0
73891	09	x1	0
7391	09	x1	13
73935	09	x1	0
73987	01	x1	22
73987	09	x1	22
73994	01	x1	0
74025	08	x1	25
74025	09	x1	25
74115	01	x1	3
74138	01	x1	11
74138	01	x2	22
74138	09	x1	11
74139	01	x1	7
74139	09	x1	7
74191	01	x1	0
74191	08	x1	10
74191	09	x1	28
74192	09	x1	28
74221	01	x1	0
74221	09	x1	0
74358	01	x1	27
74358	01	x2	12
74358	08	x1	12
74358	09	x1	0
74439	09	x1	0
74441	01	x1	7
74441	08	x1	36
74446	08	x1	0
74452	09	x1	0
74466	08	x1	27
