LG	locus	cm
21	15754_x1	27.948
21	1030_x1	27.948
21	57091_x1	28.076
21	51959_x1	28.199
21	47078_x1	28.199
21	2594_x1	28.199
21	41551_x1	28.199
21	31401_x1	28.529
21	77324_x1	28.99
21	15637_x1	28.99
21	54941_x1	28.99
21	58224_x1	28.99
21	2054_x1	28.99
21	49971_x1	35.312
21	66491_x1	35.312
21	63731_x1	37.006
21	61144_x1	37.006
21	44292_x1	37.006
21	9639_x1	39.175
21	39965_x1	40.208
21	14744_x1	40.467
21	1208_x1	40.71
21	23411_x1	41.264
21	10802_x1	41.787
21	10184_x1	42.14
21	48801_x1	42.405
21	5677_x1	42.565
21	27931_x1	42.738
21	11063_x1	45.498
21	62272_x1	45.498
21	6858_x1	45.498
21	43240_x1	45.758
21	54109_x1	46.411
21	66706_x1	46.965
21	78954_x1	47.372
21	32892_x1	47.671
21	41224_x1	47.974
21	65321_x1	48.315
21	46232_x1	48.705
21	51671_x1	49.072
21	58991_x1	52.783
21	58181_x1	53.914
21	11256_x1	54.421
21	60126_x1	54.892
21	52875_x1	57.308
21	55145_x1	57.942
21	73501_x1	58.157
21	54300_x1	58.349
21	62581_x1	58.527
21	54379_x1	58.822
21	74288_x1	59.053
21	61495_x1	59.053
21	56966_x1	59.053
21	3615_x1	59.053
21	1151_x1	59.293
21	38026_x1	60.405
21	39707_x1	60.806
21	60925_x1	60.964
21	53732_x1	61.171
21	53184_x1	61.402
21	10989_x1	61.639
21	24543_x1	61.955
21	60234_x1	62.188
21	39237_x1	62.294
21	6494_x1	62.459
21	55094_x1	62.737
21	46120_x1	63.651
21	58878_x1	64.455
21	76634_x1	64.455
21	47866_x1	64.455
21	14871_x1	64.455
21	43846_x1	64.455
21	5857_x1	64.455
21	73048_x1	64.455
21	41135_x1	64.455
21	72417_x1	64.455
21	44284_x1	64.455
21	44890_x1	64.455
21	4030_x1	64.455
21	46245_x1	64.455
21	25584_x1	64.455
21	8587_x1	64.737
21	71666_x1	65.097
21	9784_x1	65.341
21	3235_x1	65.664
21	49370_x1	66.291
21	19464_x1	67.17
21	59238_x1	67.832
21	69710_x1	68.086
21	53716_x1	68.086
21	40556_x1	68.086
21	44417_x1	68.086
21	16840_x1	68.086
21	41460_x1	68.086
21	40063_x1	68.086
21	6349_x1	68.086
21	65847_x1	68.086
21	51579_x1	68.204
21	56108_x1	68.735
21	73595_x1	69.577
21	59542_x1	69.577
21	47208_x1	69.577
21	46059_x1	69.813
21	51804_x1	70.089
21	58522_x1	70.089
21	59014_x1	70.252
21	19387_x1	70.506
21	5242_x1	70.675
21	11288_x1	70.831
21	78836_x1	71.244
21	52487_x1	71.721
21	62069_x1	72.375
22	30434_x1	0
22	55038_x1	0
22	73732_x1	0
22	1176_x1	2.744
22	28832_x1	5.03
22	Oke_U505-112_x1	5.863
22	66768_x1	5.863
22	51239_x1	5.863
22	61199_x1	13.266
22	5942_x1	13.453
22	2951_x1	13.632
22	41996_x1	13.855
22	75951_x1	14.085
22	57417_x1	14.244
22	59136_x1	14.378
22	4450_x1	14.497
22	58813_x1	14.497
22	55876_x1	14.497
22	60027_x1	14.497
22	65938_x1	15.721
22	83300_x1	15.884
22	58726_x1	22.35
22	18149_x1	23.975
22	48603_x1	24.259
22	62722_x1	24.5
22	12625_x1	24.764
22	61453_x1	25.216
22	76222_x1	25.802
22	15979_x1	25.972
22	5333_x1	26.189
22	47729_x1	26.39
22	34104_x1	26.39
22	2144_x1	26.39
22	31267_x1	26.39
22	51702_x1	26.39
22	43794_x1	26.39
22	78451_x1	26.39
22	11137_x1	26.39
22	10020_x1	30.378
22	60024_x1	30.652
22	56695_x1	30.888
22	56595_x1	31.005
22	61497_x1	31.005
22	26987_x1	31.005
22	56247_x1	31.005
22	46794_x1	31.005
22	68437_x1	31.005
22	74170_x1	31.005
22	60502_x1	31.005
22	3999_x1	31.005
22	48889_x1	31.005
22	58973_x1	37.32
22	3147_x1	37.846
22	67213_x1	38.419
22	64434_x1	39.069
22	61530_x1	39.736
22	46696_x1	40.251
22	9539_x1	40.781
22	58088_x1	41.938
22	33036_x1	43.405
22	66968_x1	45.906
22	44657_x1	46.098
22	56858_x1	46.098
22	4017_x1	46.098
22	5029_x1	46.098
22	31610_x1	46.199
22	5309_x1	46.348
22	63877_x1	46.57
22	26924_x1	49.312
22	11138_x1	49.619
22	68456_x1	51.636
22	47850_x1	52.36
22	54142_x1	55.568
22	4798_x1	56.748
22	19093_x1	57.31
22	49723_x1	57.867
22	1716_x1	58.231
22	1825_x1	58.561
22	42527_x1	58.779
22	55598_x1	58.779
22	66416_x1	58.779
22	61134_x1	58.948
22	57982_x1	59.273
22	20272_x1	59.863
22	10668_x1	60.108
22	57619_x1	60.372
22	9425_x1	60.613
22	52209_x1	60.895
22	19795_x1	61.204
22	54352_x1	61.804
22	55201_x1	62.274
22	65229_x1	62.274
22	68449_x1	62.274
22	60224_x1	62.86
22	Oke_U1021-102_x1	62.86
22	52748_x1	62.96
22	6665_x1	62.96
22	10980_x1	63.148
22	7310_x1	63.408
22	1792_x1	63.528
22	75812_x1	63.528
22	52957_x1	63.528
22	69_x1	63.528
22	43393_x1	63.528
22	63968_x1	63.528
22	56141_x1	63.528
22	71791_x1	63.528
22	10111_x1	63.528
22	70773_x1	63.528
22	78668_x1	63.713
22	43139_x1	63.975
22	53561_x1	64.235
22	72364_x1	64.561
22	5031_x1	64.837
22	66789_x1	65.046
22	47784_x1	65.362
22	31028_x1	65.827
22	14230_x1	66.697
22	11382_x1	67.734
22	19614_x1	68.564
22	37715_x1	69.37
22	18689_x1	69.954
22	13040_x1	70.324
22	55794_x1	70.637
22	63647_x1	71.092
22	54312_x1	71.556
22	5556_x1	71.783
22	44_x1	71.899
22	9039_x1	71.899
22	63561_x1	71.899
22	30617_x1	71.899
22	56048_x1	71.899
22	4066_x1	72.033
22	3148_x1	72.176
22	14845_x1	72.348
22	14452_x1	72.816
22	58282_x1	73.474
22	65955_x1	74.035
22	48097_x1	75.308
23	9921_x1	0
23	41888_x1	1.025
23	8387_x1	1.233
23	7331_x1	1.375
23	69528_x1	1.511
23	63489_x1	1.613
23	14420_x1	1.613
23	8071_x1	1.613
23	40652_x1	1.613
23	1951_x1	1.613
23	62647_x1	1.719
23	68079_x1	1.82
23	48090_x1	1.82
23	50468_x1	1.82
23	31022_x1	1.82
23	53836_x1	1.82
23	56888_x1	1.82
23	75219_x1	1.82
23	Oke_U2048-91_x1	1.82
23	1106_x1	1.82
23	62653_x1	1.82
23	69338_x1	1.82
23	45317_x1	1.82
23	13326_x1	1.82
23	53532_x1	1.82
23	37035_x1	1.82
23	43285_x1	2.003
23	61659_x1	2.185
23	8050_x1	2.185
23	44689_x1	2.185
23	12718_x1	2.185
23	71290_x1	2.185
23	25557_x1	2.185
23	36594_x1	2.862
23	65150_x1	3.942
23	25850_x1	4.394
23	78590_x1	4.576
23	48815_x1	5.54
23	Oke_ccd16-77_x1	5.54
23	57003_x1	5.54
23	73443_x1	5.54
23	41815_x1	11.497
23	41980_x1	11.841
23	109_x1	11.958
23	5977_x1	12.433
23	5735_x1	12.967
23	1874_x1	13.378
23	20952_x1	13.74
23	66167_x1	14.078
23	63374_x1	14.433
23	70304_x1	14.689
23	12170_x1	19.279
23	56477_x1	19.279
23	74947_x1	19.279
23	55364_x1	19.279
23	42108_x1	19.279
23	21911_x1	19.279
23	68111_x1	19.279
23	14732_x1	19.279
23	21305_x1	19.279
23	62872_x1	19.279
23	61858_x1	19.279
23	57013_x1	28.519
23	11354_x1	28.519
23	1283_x1	28.519
23	66036_x1	28.519
23	36604_x1	28.519
23	27154_x1	28.519
23	62433_x1	28.519
23	58681_x1	28.519
23	65670_x1	30.796
23	12192_x1	30.796
23	41359_x1	30.796
23	66367_x1	31.197
23	70602_x1	31.939
23	Oke_lactb2-71_x1	32.745
23	5080_x1	32.876
23	62804_x1	40.844
23	5937_x1	41.255
23	50475_x1	42.098
23	17187_x1	42.678
23	688_x1	42.98
23	35193_x1	43.244
23	59879_x1	43.244
23	54104_x1	45.982
23	52741_x1	46.706
23	14383_x1	58.704
23	62651_x1	59.089
23	69015_x1	59.205
23	47017_x1	59.205
23	65252_x1	59.205
23	55358_x1	59.446
23	45042_x1	59.828
23	70388_x1	60.247
23	55444_x1	60.701
23	85361_x1	61.343
23	69907_x1	61.859
23	50717_x1	63.025
23	59126_x1	63.025
23	2253_x1	63.025
23	11506_x1	63.025
23	41769_x1	63.025
23	51134_x1	63.025
23	43322_x1	63.025
23	2447_x1	63.025
23	61949_x1	63.025
23	61930_x1	64.807
23	2966_x1	64.925
23	70287_x1	66.734
23	18328_x1	67.639
23	30409_x1	68.126
23	46936_x1	68.416
23	76875_x1	69.016
23	58685_x1	69.847
23	59720_x1	70.444
23	64160_x1	78.115
23	42145_x1	78.274
23	50245_x1	78.274
23	Oke_U504-228_x1	78.274
23	29800_x1	78.453
23	57495_x1	78.888
23	57328_x1	79.294
23	35561_x1	79.408
23	78611_x1	79.408
23	575_x1	79.408
23	44471_x1	79.527
23	58577_x1	83.454
23	7139_x1	83.798
23	42382_x1	84.283
23	501_x1	84.744
23	4717_x2	84.744
23	8448_x1	84.744
23	49369_x1	87.257
23	4527_x1	87.803
23	56395_x1	88.028
23	55407_x1	88.219
23	6854_x1	88.344
23	54629_x1	88.344
23	40513_x1	88.51
23	41260_x1	88.78
23	66997_x1	89.319
23	49315_x1	89.837
23	31236_x1	90.138
23	6418_x1	90.565
23	41371_x1	90.899
23	7603_x1	91.429
24	70490_x1	0
24	62749_x1	2.293
24	52889_x1	2.929
24	6464_x1	2.929
24	56446_x1	3.061
24	76502_x1	3.225
24	64535_x1	3.338
24	29476_x1	3.338
24	57940_x1	3.338
24	43708_x1	3.338
24	2781_x1	3.338
24	6026_x1	3.338
24	59686_x1	3.459
24	40595_x1	3.459
24	51597_x1	3.459
24	27610_x1	3.459
24	52142_x1	3.459
24	49594_x1	3.459
24	10620_x1	3.459
24	14881_x1	3.459
24	51181_x1	3.459
24	55186_x1	3.459
24	54969_x1	3.56
24	31241_x1	3.56
24	657_x1	3.56
24	Oke_NHERF-54_x1	3.681
24	Oke_NHERF-123_x1	3.89
24	10739_x1	4.149
24	25733_x1	4.448
24	16711_x1	4.678
24	25157_x1	4.78
24	13930_x1	4.78
24	5899_x1	4.941
24	2540_x1	5.382
24	51197_x1	5.885
24	45256_x1	6.368
24	8438_x1	6.842
24	78589_x1	7.284
24	55142_x1	7.792
24	40564_x1	8.267
24	9764_x1	9.012
24	40801_x1	9.754
24	7540_x1	9.97
24	60789_x1	11.035
24	1616_x1	12.835
24	4261_x1	12.943
24	18118_x1	12.943
24	1878_x1	12.943
24	23713_x1	12.943
24	17950_x1	12.943
24	54244_x1	12.943
24	30748_x1	12.943
24	74025_x1	13.091
24	14905_x1	13.25
24	74489_x1	13.355
24	55653_x1	13.355
24	13472_x1	13.468
24	58046_x1	13.611
24	16283_x1	13.822
24	26236_x1	16.975
24	22632_x1	18.312
24	58183_x1	18.739
24	3864_x1	19.226
24	64105_x1	19.708
24	47941_x1	20.261
24	53111_x1	20.661
24	25591_x1	22.401
24	1922_x1	22.401
24	78832_x1	22.401
24	70157_x1	23.03
24	20531_x1	23.03
24	26101_x1	23.148
24	47374_x1	25.907
24	22596_x1	28.389
24	52336_x1	30.495
24	13424_x1	31.17
24	48869_x1	31.611
24	59594_x1	31.999
24	71025_x1	32.403
24	55718_x1	32.852
24	60134_x1	33.339
24	59843_x1	33.854
24	60643_x1	41.545
24	16485_x1	41.545
24	66442_x1	41.658
24	53558_x1	41.658
24	24139_x1	42.82
24	79031_x1	45.673
24	61338_x1	45.673
24	64120_x1	45.673
24	47599_x1	45.673
24	17638_x1	49.395
24	82530_x1	49.862
24	20365_x1	50.339
24	64906_x1	50.789
24	55910_x1	51.212
24	76518_x1	51.575
24	12456_x1	51.757
24	75785_x1	56.858
24	55457_x1	57.097
24	58184_x1	57.23
24	55632_x1	57.632
24	7209_x1	58.042
24	12907_x1	58.436
24	67817_x1	58.874
24	18991_x1	59.16
24	42999_x1	59.16
24	1010_x1	59.16
24	65880_x1	69.422
24	62391_x1	69.766
24	54995_x1	70.432
24	71790_x1	70.835
24	3333_x1	71.113
24	46774_x1	72.905
24	16799_x1	73.556
24	51221_x1	73.91
24	2418_x1	74.15
24	41312_x1	74.384
24	75374_x1	74.703
24	23757_x1	74.955
24	46854_x1	74.955
24	1116_x1	74.955
24	11628_x1	75.073
24	46132_x1	75.262
24	46469_x1	75.431
24	4943_x1	75.431
24	19393_x1	75.431
24	60053_x1	75.711
25	58920_x1	0
25	52647_x1	1.013
25	49473_x1	1.73
25	59005_x1	3.424
25	44164_x1	4.757
25	67549_x1	9.388
25	50457_x1	10.032
25	63024_x1	10.032
25	53603_x1	10.032
25	17726_x1	10.032
25	4070_x1	10.032
25	68791_x1	15.145
25	70723_x1	15.145
25	45661_x1	15.335
25	47229_x1	20.914
25	53962_x1	20.914
25	62354_x1	20.914
25	76464_x1	20.914
25	66018_x1	20.914
25	59848_x1	21.043
25	9552_x1	24.035
25	64881_x1	24.289
25	66800_x1	24.555
25	40271_x1	24.824
25	41297_x1	25.1
25	22127_x1	25.387
25	73264_x1	25.684
25	63143_x1	25.986
25	72667_x1	26.28
25	14617_x1	26.559
25	28049_x1	26.844
25	29563_x1	27.18
25	2488_x1	32.172
25	23760_x1	32.172
25	1275_x1	33.014
25	57253_x1	33.949
25	55660_x1	34.248
25	1423_x1	35.238
25	16170_x1	37.314
25	9050_x1	37.483
25	16949_x1	37.634
25	66145_x1	37.82
25	63068_x1	38.085
25	41910_x1	38.38
25	62367_x1	38.621
25	6580_x1	38.732
25	Oke_U2024-93_x1	38.732
25	61346_x1	39.307
25	76963_x1	39.307
25	20658_x1	39.307
25	2016_x1	39.307
25	65808_x1	45.066
25	53748_x1	45.584
25	17444_x1	46.596
25	9916_x1	47.654
25	73837_x1	48.583
25	5580_x1	49.159
25	56271_x1	49.645
25	1621_x1	50.242
25	69142_x1	50.682
25	61120_x1	50.948
25	62907_x1	51.265
25	59887_x1	54.307
25	53389_x1	54.414
25	19632_x1	54.414
25	3554_x1	54.414
25	13024_x1	54.592
25	59587_x1	54.859
25	16399_x1	55.273
25	66005_x1	55.616
25	49837_x1	55.914
25	10550_x1	56.438
25	20455_x1	57.017
25	74564_x1	57.492
25	20846_x1	58.136
25	5417_x1	58.807
25	42142_x1	61.738
25	75489_x1	61.885
25	590_x1	62.032
25	36329_x1	62.187
25	21551_x1	62.359
25	826_x1	62.549
25	31583_x1	62.741
25	3212_x1	62.92
25	11233_x1	63.085
25	29967_x1	64.382
25	70291_x1	64.87
25	73447_x1	65.004
25	822_x1	65.29
25	11778_x1	65.525
25	43013_x1	65.64
25	49906_x1	65.64
25	55154_x1	65.64
25	52475_x1	65.753
25	19445_x1	66.385
25	61757_x1	66.896
25	3317_x1	66.896
25	74107_x1	67.007
25	65516_x1	67.234
25	52051_x1	67.479
25	78007_x1	67.7
25	50772_x1	67.841
25	61161_x1	67.841
25	27415_x1	67.841
25	20526_x1	68.008
25	64438_x1	68.162
25	57932_x1	68.162
25	46194_x1	68.162
25	49048_x1	68.162
25	75178_x1	68.162
25	3855_x1	68.162
25	4782_x1	68.283
25	5440_x1	68.799
25	7205_x1	69.334
25	16044_x1	69.827
25	75122_x1	69.827
25	79114_x1	69.827
25	16939_x1	69.827
25	49425_x1	69.827
25	57030_x1	69.827
25	6837_x1	69.827
25	3066_x1	70.003
25	22911_x1	70.223
25	9463_x1	70.388
25	58859_x1	70.549
25	5033_x1	70.731
25	31960_x1	71.095
26	18274_x1	0
26	64013_x1	0.149
26	55906_x1	0.149
26	1731_x1	0.149
26	53078_x1	0.149
26	60472_x1	0.149
26	47838_x1	0.149
26	49547_x1	0.149
26	32253_x1	0.149
26	61597_x1	0.149
26	73585_x1	0.149
26	27285_x1	0.149
26	71317_x1	0.149
26	8930_x1	0.288
26	66778_x1	0.472
26	46570_x1	0.769
26	40473_x1	3.384
26	48743_x1	3.858
26	57951_x1	4.243
26	3287_x1	10.911
26	74999_x1	11.382
26	34875_x1	11.794
26	4251_x1	12.235
26	54516_x1	12.725
26	57172_x1	13.23
26	58619_x1	13.812
26	45663_x1	14.334
26	2626_x1	16.054
26	21424_x1	16.266
26	22818_x1	16.266
26	3396_x1	16.65
26	71883_x1	17.851
26	58505_x1	18.088
26	42684_x1	21.051
26	13212_x1	22.411
26	4233_x1	23.868
26	17688_x1	26.188
26	45282_x1	27.194
26	59631_x1	28.165
26	18694_x1	29.036
26	31074_x1	29.885
26	53202_x1	30.733
26	42886_x1	31.448
26	8548_x1	31.448
26	35700_x1	31.448
26	24475_x1	38.283
26	7585_x1	38.6
26	57395_x1	38.823
26	41068_x1	38.823
26	52746_x1	38.823
26	55663_x1	38.939
26	60552_x1	39.06
26	47512_x1	39.239
26	18656_x1	41.137
26	70972_x1	42.176
26	65325_x1	43.319
26	57032_x1	43.844
26	73076_x1	44.19
26	44970_x1	44.958
26	59929_x1	45.226
26	67921_x1	45.607
26	Oke_nc2b-148_x1	46.029
26	76296_x1	46.438
26	2215_x1	47.4
26	70455_x1	47.805
26	38934_x1	48.057
26	60748_x1	50.452
26	3339_x1	50.614
26	8332_x1	51.695
26	17443_x1	52.107
26	43826_x1	52.427
26	48584_x1	58.436
26	73526_x1	58.698
26	60504_x1	58.961
26	56618_x1	59.29
26	27805_x1	59.627
26	60247_x1	60.048
26	45089_x1	61.012
26	47590_x1	62.905
26	2411_x1	63.125
26	74119_x1	63.338
26	10432_x1	63.557
26	2890_x1	63.794
26	57525_x1	64.055
26	23257_x1	64.316
26	53399_x1	71.985
26	27554_x1	71.985
26	54355_x1	71.985
26	781_x1	71.985
26	22290_x1	71.985
26	54086_x1	72.117
26	80449_x1	72.354
26	76206_x1	73.596
26	69609_x1	76.533
26	6999_x1	76.804
26	41062_x1	77.061
26	58269_x1	77.398
26	26214_x1	79.282
26	47249_x1	80.26
26	42397_x1	80.392
26	2080_x1	82.519
26	43518_x1	82.956
26	67671_x1	83.42
26	65333_x1	83.785
26	47640_x1	84.107
26	6598_x1	84.268
26	53960_x1	90.369
26	50205_x1	95.081
26	69260_x1	95.081
26	45840_x1	95.081
26	77551_x1	95.081
26	70843_x1	96.976
26	6711_x1	97.506
26	58779_x1	98.722
26	64241_x1	102.111
26	69786_x1	102.111
26	6302_x1	102.438
26	8167_x1	102.796
26	4103_x1	103.13
26	25046_x1	103.435
26	45277_x1	103.691
26	55033_x1	103.843
26	27528_x1	104.012
26	66852_x1	104.224
26	64263_x1	107.147
26	4576_x1	107.274
26	42582_x1	107.669
26	5649_x1	107.945
26	62670_x1	107.945
26	62502_x1	107.945
26	50275_x1	109.573
26	3470_x1	109.72
26	48746_x1	109.959
26	41958_x1	110.505
26	68678_x1	111.052
26	68932_x1	111.57
26	59960_x1	111.949
26	29236_x1	112.536
26	83782_x1	113.185
26	40947_x1	113.644
26	51574_x1	114.036
26	61438_x1	114.163
26	34933_x1	114.356
26	9200_x1	114.57
26	4691_x1	114.7
26	65884_x1	114.823
26	Oke_PDIA3-82_x1	114.962
26	66885_x1	115.195
26	58975_x1	115.469
26	10264_x1	115.824
26	47852_x1	116.349
26	15003_x1	116.9
26	49371_x1	117.385
26	66777_x1	118.284
26	67786_x1	119.254
26	10546_x1	119.911
26	5754_x1	120.453
26	4948_x1	121.024
26	11577_x1	121.678
26	63353_x1	122.547
26	61306_x1	123.875
27	49042_x1	0
27	56117_x1	0.432
27	53158_x1	0.679
27	60785_x1	0.855
27	62933_x1	0.994
27	54368_x1	0.994
27	13025_x1	0.994
27	6633_x1	0.994
27	14114_x1	0.994
27	1972_x1	0.994
27	11198_x1	0.994
27	61592_x1	0.994
27	41092_x1	0.994
27	24883_x1	0.994
27	55498_x1	1.103
27	52468_x1	1.307
27	58615_x1	1.512
27	10384_x1	1.657
27	71942_x1	1.86
27	77977_x1	2.104
27	50519_x1	2.336
27	12840_x1	2.584
27	14094_x1	2.802
27	1488_x1	3.002
27	120_x1	3.209
27	63085_x1	3.414
27	17390_x1	3.691
27	4092_x1	3.938
27	47341_x1	4.104
27	1292_x1	4.652
27	4436_x1	5.108
27	42363_x1	5.273
27	5379_x1	5.273
27	71567_x1	5.273
27	56342_x1	5.273
27	75629_x1	5.273
27	4280_x1	5.273
27	44244_x1	5.273
27	57094_x1	5.273
27	24099_x1	5.378
27	21443_x1	5.491
27	24367_x1	5.645
27	3990_x1	5.888
27	6395_x1	6.183
27	56217_x1	6.457
27	49841_x1	6.734
27	75175_x1	7.189
27	75830_x1	7.189
27	58142_x1	7.189
27	50174_x1	7.189
27	58815_x1	7.8
27	46558_x1	7.8
27	63505_x1	7.97
27	43391_x1	7.97
27	12867_x1	7.97
27	56610_x1	7.97
27	32894_x1	7.97
27	17806_x1	8.154
27	59904_x1	8.342
27	30312_x1	9.826
27	799_x1	10.413
27	32284_x1	10.543
27	55471_x1	10.543
27	23424_x1	10.695
27	75833_x1	10.836
27	23901_x1	10.836
27	2401_x1	10.944
27	26570_x1	11.586
27	43129_x1	13.542
27	58858_x1	16.043
27	59732_x1	16.293
27	46751_x1	16.71
27	56728_x1	18.842
27	20800_x1	20.236
27	74882_x1	22.542
27	11121_x1	22.542
27	64008_x1	22.542
27	1615_x1	22.542
27	88261_x1	22.542
27	5755_x1	24.759
27	42438_x1	24.944
27	20732_x1	25.203
27	61767_x1	25.443
27	1591_x1	25.606
27	55467_x1	25.728
27	290_x1	25.86
27	30628_x1	26.011
27	53393_x1	26.61
27	64639_x1	28.854
27	54541_x1	29.076
27	71787_x1	29.755
27	69414_x1	30.053
27	52815_x1	31.352
27	61844_x1	32.501
27	47855_x1	33.798
27	63640_x1	36.02
27	47646_x1	36.792
27	3737_x1	37.836
27	86863_x1	42.145
27	18214_x1	42.772
27	42378_x1	43.209
27	72224_x1	43.553
27	64779_x1	43.87
27	65758_x1	45.411
27	2062_x1	46.661
27	15241_x1	46.979
27	47459_x1	47.114
27	7783_x1	47.114
27	2286_x1	47.114
27	63992_x1	47.229
27	50414_x1	48.717
27	74490_x1	49.322
27	10097_x1	49.803
27	62052_x1	50.19
27	11238_x1	50.585
27	45169_x1	50.885
27	49901_x1	51.112
27	48052_x1	51.264
27	9044_x1	51.264
27	5195_x1	53.33
27	16288_x1	54.138
28	42894_x1	0
28	58082_x1	1.574
28	73548_x1	2.286
28	15503_x1	2.776
28	53659_x1	3.286
28	14728_x1	3.726
28	62847_x1	4.253
28	4057_x1	4.876
28	48385_x1	5.457
28	54845_x1	5.957
28	43880_x1	6.35
28	53228_x1	6.748
28	9291_x1	7.118
28	45166_x1	7.419
28	6382_x1	7.658
28	12707_x1	8.171
28	5166_x1	8.731
28	9800_x1	9.083
28	35133_x1	9.634
28	3965_x1	10.075
28	42094_x1	10.075
28	48226_x1	10.075
28	26001_x1	10.252
28	30412_x1	10.379
28	69392_x1	10.379
28	72940_x1	10.379
28	45407_x1	10.379
28	19714_x1	10.379
28	53695_x1	10.379
28	13844_x1	10.379
28	45482_x1	10.674
28	6782_x1	11.354
28	69034_x1	12.264
28	51256_x1	13.027
28	4717_x1	13.652
28	13315_x1	14.339
28	6316_x1	14.626
28	33919_x1	14.87
28	79123_x1	15.363
28	45891_x1	16.621
28	78716_x1	19.059
28	70457_x1	19.205
28	59229_x1	19.329
28	5297_x1	19.329
28	63201_x1	19.595
28	1622_x1	20.53
28	24454_x1	21.368
28	53629_x1	23.549
28	19176_x1	23.549
28	92199_x1	23.549
28	58139_x1	23.549
28	56597_x1	24.047
28	77046_x1	24.336
28	64389_x1	24.586
28	25085_x1	24.953
28	54829_x1	25.272
28	49914_x1	25.755
28	43449_x1	25.755
28	48397_x1	25.755
28	9889_x1	25.755
28	43619_x1	25.907
28	41763_x1	26.041
28	40028_x1	26.184
28	6230_x1	26.338
28	2508_x1	26.506
28	60938_x1	26.712
28	90335_x1	27.18
28	77226_x1	29.045
28	34743_x1	29.562
28	65486_x1	29.91
28	62531_x1	30.219
28	41478_x1	30.408
28	47811_x1	31.976
28	27374_x1	32.778
28	44513_x1	33.56
28	86661_x1	34.28
28	28008_x1	34.28
28	51235_x1	37.062
28	62534_x1	37.355
28	85800_x1	37.571
28	57553_x1	37.813
28	64067_x1	38.062
28	55581_x1	38.249
28	10661_x1	38.363
28	3561_x1	41.783
28	6702_x1	41.783
28	66045_x1	43.512
28	55418_x1	45.118
28	41385_x1	45.33
28	21860_x1	45.556
28	19265_x1	45.794
28	68326_x1	50.964
28	75749_x1	51.149
28	59810_x1	51.401
28	57601_x1	51.666
28	71575_x1	51.94
28	69242_x1	52.212
28	5744_x1	52.497
28	44000_x1	52.798
28	62843_x1	53.099
28	3207_x1	56.086
28	20305_x1	56.467
28	74618_x1	56.898
28	23854_x1	57.409
28	5845_x1	57.909
28	38492_x1	58.807
28	10827_x1	59.833
28	84234_x1	60.302
28	50888_x1	60.621
28	25166_x1	60.737
28	1701_x1	60.737
28	32967_x1	60.737
28	17087_x1	60.737
28	Oke_mgll-49_x1	60.737
28	69448_x1	66.488
28	77168_x1	66.849
28	8132_x1	67.198
28	18822_x1	67.637
28	91955_x1	67.877
28	45656_x1	68.156
28	9936_x1	68.604
28	64449_x1	69.694
28	49173_x1	69.971
28	71580_x1	70.221
28	21412_x1	73.315
28	62084_x1	73.815
28	3197_x1	75.628
28	55099_x1	78.173
28	64731_x1	78.173
28	43106_x1	78.173
28	42599_x1	78.173
28	30095_x1	78.305
28	47573_x1	78.305
28	15771_x1	78.305
28	33297_x1	78.442
28	74388_x1	78.683
28	55740_x1	78.927
28	22834_x1	79.078
28	45810_x1	79.216
28	26196_x1	79.337
28	6800_x1	79.56
28	124_x1	81.354
28	70804_x1	81.354
28	53428_x1	81.354
28	39670_x1	81.574
28	73561_x1	81.995
28	40255_x1	82.341
28	26332_x1	85.853
28	67196_x1	86.026
28	81406_x1	91.558
28	13406_x1	92.378
28	44250_x1	92.524
28	24171_x1	92.524
28	59104_x1	92.524
28	8257_x1	96.147
28	72141_x1	96.487
28	55621_x1	96.773
28	59562_x1	97.312
28	64675_x1	97.898
28	77317_x1	99.608
28	23808_x1	99.608
28	13736_x1	99.608
28	57423_x1	99.993
28	35785_x1	100.368
28	14820_x1	100.726
28	506_x1	101.121
28	25950_x1	101.465
28	44420_x1	101.718
28	26394_x1	101.996
28	72880_x1	102.295
28	72604_x1	102.606
28	35049_x1	102.835
28	21131_x1	107.379
28	77563_x1	107.915
28	32794_x1	108.273
28	16574_x1	115.296
28	65100_x1	115.783
28	71215_x1	116.029
28	18414_x1	116.029
28	61407_x1	116.029
28	2586_x1	116.167
28	69921_x1	116.318
28	41917_x1	116.492
28	44521_x1	122.707
28	60610_x1	122.707
28	3548_x1	122.707
28	53426_x1	126.268
28	15805_x1	126.437
28	10958_x1	130.408
28	64671_x1	130.408
28	29112_x1	130.408
28	5599_x1	130.408
28	Oke_TCP1-78_x1	131.073
28	26290_x1	131.217
28	7885_x1	132.105
28	15456_x1	132.629
28	20588_x1	133.326
28	10520_x1	134.77
28	51073_x1	134.93
28	41661_x1	136.103
28	64401_x1	137.042
28	13540_x1	137.317
28	7766_x1	137.317
28	45623_x1	137.914
28	42651_x1	137.914
28	16312_x1	138.206
28	48826_x1	139.204
28	10104_x1	139.945
28	37267_x1	139.945
28	4539_x1	139.945
28	40736_x1	140.448
28	11687_x1	140.557
28	43556_x1	140.557
28	21881_x1	140.557
28	63921_x1	140.557
28	61534_x1	140.557
28	47215_x1	141.536
28	17549_x1	142.019
28	7755_x1	142.498
28	25320_x1	143.01
28	51192_x1	143.01
28	504_x1	143.01
28	31075_x1	143.01
28	57290_x1	143.168
28	79147_x1	143.362
28	50128_x1	143.595
